bodyId,type,instance
296155122,FB8F_b,FB8F_b_R
296156918,SA1_b,SA1_b_R
296160764,FB8E,FB8E_R
296164879,SLP182_a,SLP182_a_R
296168382,SLP347,SLP347_R
296194535,SMP352,SMP352_R
296199021,SMP361,SMP361_R
296199026,SMP350,SMP350_R
296199149,SLP400,SLP400_R
296203324,SMP363,SMP363_R
296203325,SMP357,SMP357_R
296203392,SMP359_a,SMP359_a_R
296203434,SMP357,SMP357_R
296203440,SMP340,SMP340_R
296203608,SLP114,SLP114_R
296203623,SLP265,SLP265_R
296479813,SLP303,SLP303_R
296489073,SLP111_b,SLP111_b_R
296496999,SLP182_a,SLP182_a_R
296497316,SAF,SAF(FB9)_R
296501634,SLP268,SLP268_R
296502002,SLP182_c,SLP182_c_R
296502294,SLP299,SLP299_R
296505463,SLP204,SLP204_R
296509709,SMP499,SMP499_R
296514350,FB1B,FB1B_R
296531366,SMP362,SMP362_R
296531421,FS4C,FS4C(FQ12)_C9_L
296535619,SMP364,SMP364_R
296535655,SMP365,SMP365_R
296535868,SMP351,SMP351_R
296543992,SLP385,SLP385_R
296544262,SLP068,SLP068_R
296544364,LNd,LNd_R
296690817,FS4A,FS4A(FQ12)_C6_R
296829531,SLP205,SLP205_R
296837846,SLP405_b,SLP405_b_R
296838079,FB8I,FB8I_R
296838229,SLP268,SLP268_R
296838734,SLP182_b,SLP182_b_R
296841676,SLP093,SLP093_R
296842335,SLP024_a,SLP024_a_R
296843037,SMP432_a,SMP432_a_R
296846109,SLP115,SLP115_R
296846314,SLP024_b,SLP024_b_R
296846768,LHPV6f3_b,LHPV6f3_b_R
296850634,SMP498,SMP498_R
296851132,SMP439,SMP439_R
296851235,SLP409,SLP409_R
296851261,FB8G,FB8G_R
296855409,FB8I,FB8I_R
296855477,,(aDT6d)(MBDLaxon2)
296859399,SMP560,SMP560_R
296859438,SMP297,SMP297_R
296863817,SLP268,SLP268_R
296867934,FS4A,FS4A(AB)(FQ12)_C8_L
296868077,SMP483,SMP483_R
296872298,FS4A,FS4A(FQ12)_C7_L
296872415,FS4A,FS4A(FQ12)_C7_L
296880800,FB8E,FB8E_R
296885362,SMP126,SMP126_L
297165904,SLP194,SLP194_R
297166053,FB8F_b,FB8F_b_R
297166197,SLP180,SLP180_R
297178509,FB8F_a,FB8F_a_R
297179343,SLP093,SLP093_R
297183244,SLP409,SLP409_R
297183251,FB7A,FB7A_R
297192193,SLP203,SLP203_R
297192204,SLP115,SLP115_R
297196636,SMP432_a,SMP432_a_R
297217528,SMP563,SMP563_R
297221971,SLP067,SLP067_R
297230760,5-HTPMPD01,5-HTPMPD01_R
297239396,SMP486_e,SMP486_e_R
297243542,SMP335,SMP335_R
297247801,SMP599,SMP599(SCB071)_R
297251714,SMP049,SMP049_R
297251765,SMP486_a,SMP486_a_R
297498027,SLP432_a,SLP432_a_R
297502392,SLP257,SLP257_R
297519736,SLP011,SLP011_R
297519807,FB8F_b,FB8F_b_R
297519815,SMP096,SMP096_R
297519843,SLP105,SLP105_R
297519947,SLP024_b,SLP024_b_R
297520036,SLP259,SLP259_R
297524212,SLP259,SLP259_R
297528119,AVLP249,AVLP249_R
297528741,SLP024_b,SLP024_b_R
297533212,SLP244,SLP244_R
297541369,SMP466,SMP466_R
297558862,SLP183,SLP183_R
297563139,SMP515,SMP515_R
297563270,SIP068,SIP068_R
297572076,MC64,MC64
297572235,SMP025,SMP025_R
297580512,SMP486_a,SMP486_a_R
297580589,SMP548,SMP548_R
297584752,SMP233,SMP233_R
297584869,SMP035,SMP035_R
297588775,SMP481,SMP481_R
297588821,,(pC1)
297588838,SMP486_b,SMP486_b_R
297588882,,(MBDLaxon2)
297588995,SMP296,SMP296_R
297593055,SMP483,SMP483_R
297713859,,(PDM05)_L
297851977,LHAV3j1,LHAV3j1_R
297856167,SLP432_b,SLP432_b_R
297860327,AVLP246,AVLP246_R
297860627,SLP105,SLP105_R
297869179,AVLP249,AVLP249_R
297899921,SLP405_b,SLP405_b_R
297908595,FB5G,FB5G_R
297908801,5-HTPMPD01,5-HTPMPD01(PDM22)_L
297912117,SMP203,SMP203_R
297917158,SMP035,SMP035_R
297917363,SMP084,SMP084_R
297917364,SMP408_d,SMP408_d_R
297917407,,(MBDLaxon2)
297917459,,
297917474,SMP171,SMP171_R
297917475,SMP250,SMP250_R
297921527,LHAV6a3_a,LHAV6a3_a_R
297921570,SMP338,SMP338_R
297921608,SMP333,SMP333_R
297921642,SMP486_b,SMP486_b_R
297921808,SIP076,SIP076_R
297925478,SMP230,SMP230_R
297925596,,(MBDLaxon2)
297925608,SMP084,SMP084_R
297925719,SMP478,SMP478_R
297925742,SMP480,SMP480_R
297925765,,(aDT6d)(MBDLaxon2)
297925887,,(MBDLaxon2)
297929768,SMP483,SMP483_R
297929815,SMP480,SMP480_R
297930040,SMP486_f,SMP486_f_R
297930119,,(aDT6d)(MBDLaxon2)
297934012,,(ADM04)_L
297934028,,(PDM05)_L
297934346,,(MBDLaxon2)
297934349,SMP408_d,SMP408_d_R
297938303,,(aDT6e)(MBDLaxon2)
297938585,SMP285,SMP285_R
297947227,SMP286,SMP286_R
298055752,FB8F_b,FB8F_b_L
298055794,,(PDM05)_L
298210543,SLP061,SLP061_R
298214577,SLP244,SLP244_R
298240936,SLP428,SLP428_R
298241038,SMP408_d,SMP408_d_R
298245448,SIP078,SIP078_R
298245502,SMP025,SMP025_R
298249624,SLP405_b,SLP405_b_R
298250090,SMP087,SMP087_R
298254380,SMP484,SMP484_R
298254384,SLP376,SLP376_R
298254474,SMP408_b,SMP408_b_R
298254517,SMP082,SMP082(ADM04)_L
298258134,SMP096,SMP096_R
298258354,SMP406,SMP406_R
298258399,SMP577,SMP577_R
298258513,SMP108,SMP108_R
298258611,SLP388,SLP388_R
298258714,SMP041,SMP041_R
298262408,,(MBDLaxon1)
298262599,SMP559,SMP559_R
298262644,SMP234,SMP234_R
298262663,SMP553,SMP553_R
298262837,,(ADM04)_L
298262867,SLP183,SLP183_R
298266716,SMP440,SMP440_R
298266797,,(MBDLaxon2)
298266805,,(aDT6d)(MBDLaxon2)
298266903,SMP408_d,SMP408_d_R
298266950,,(MBDLaxon2)
298267207,SMP435,SMP435_R
298270808,SMP296,SMP296_R
298275024,,(MBDLaxon2)
298275090,,(aDT6d)(MBDLaxon2)
298275356,SMP545,SMP545_R
298279629,SMP486_f,SMP486_f_R
298288301,SMP481,SMP481_R
298405402,FB6T,FB6T_L
298542439,SIP082,SIP082_R
298547259,SLP021,SLP021_R
298547436,SLP164_b,SLP164_b_R
298586553,SMP087,SMP087_R
298586733,SIP076,SIP076_R
298590924,SLP181,SLP181_R
298591075,SIP076,SIP076_R
298591130,SMP348,SMP348_R
298595196,SMP172,SMP172_R
298595394,PAM10,PAM10(B1)_R
298599271,SMP026,SMP026(ADL12)_L
298599672,SMP088,SMP088_R
298603633,SMP559,SMP559_R
298603693,SMP406,SMP406_R
298603730,SMP179,SMP179_R
298603963,SLP020,SLP020_R
298607679,SLP396,SLP396_R
298612190,SLP391,SLP391_R
298616588,SMP086,SMP086_R
298616761,SMP095,SMP095_R
298625276,SMP484,SMP484_R
298927224,FB7F,FB7F_R
298927362,SMP408_a,SMP408_a_R
298931489,SIP076,SIP076_R
298931773,SLP404,SLP404_R
298935111,SLP423,SLP423_R
298935146,SIP007,SIP007_R
298936099,SLP394,SLP394_R
298944444,FB6U,FB6U_R
298944479,SMP408_d,SMP408_d_R
298944620,SMP299,SMP299_R
298948785,SLP408,SLP408_R
298957166,SMP078,SMP078_R
298957344,SIP077,SIP077_R
298961895,SMP478,SMP478_R
298962041,SMP088,SMP088_R
299043307,SLP218,SLP218_R
299043389,,(ADM04)_L
299078990,FB7F,FB7F_L
299082033,LHPV5e1,LHPV5e1(PDL05)_L
299083134,,(PDM05)_L
299263690,SLP432_a,SLP432_a_R
299267723,SLP423,SLP423_R
299268507,SLP014,SLP014_R
299272434,SLP443,SLP443_R
299272806,SLP102,SLP102_R
299289811,SMP146,SMP146_R
299290105,SMP291,SMP291_R
299293552,SMP484,SMP484_R
299298381,SMP408_a,SMP408_a_R
299298593,SMP478,SMP478(PDM15)_L
299604675,SLP428,SLP428_R
299604736,SIP084,SIP084_R
299604862,SLP421,SLP421_R
299609112,SLP425,SLP425_R
299613271,SIP077,SIP077_R
299613480,PAM09,PAM09(B1ped)_R
299617484,SIP076,SIP076_R
299617529,SMP336,SMP336_R
299617731,SIP078,SIP078_R
299617849,SIP076,SIP076_R
299617872,SLP405_a,SLP405_a_R
299621755,SMP086,SMP086(ADM04)_L
299626157,SMP170,SMP170_R
299954299,SLP405_c,SLP405_c_R
299954300,SIP076,SIP076_R
299958695,SIP076,SIP076_R
299958696,SIP078,SIP078_R
300455904,FB8F_a,FB8F_a_L
300968622,KCab-m,KCab-m_R
300972942,MBON14,MBON14(a3)_R
301037686,PI1_c,PI1_c
301309622,KCab-c,KCab-c_R
301314150,KCab-c,KCab-c_R
301314154,KCab-c,KCab-c_R
301314208,KCab-c,KCab-c_R
301318641,KCab-c,KCab-c_R
324370873,SIP058,SIP058_R
324721026,SMP248,SMP248_R
324725187,SMP248,SMP248_R
324790113,SLP318,SLP318_R
324846570,DN1pA,DN1pA_R
325113795,SLP446,SLP446_R
325122109,SLP364,SLP364_R
325122525,SLP316,SLP316_R
325122802,SLP354,SLP354_R
325127286,SLP296,SLP296_R
325131735,SLP296,SLP296_R
325446181,SLP317,SLP317_R
325455002,SLP403,SLP403_R
325455305,SLP318,SLP318_R
325455473,LHPV6a3_a,LHPV6a3_a_R
325458991,LHPD1a1,LHPD1a1_R
325460206,LHPD1a1,LHPD1a1_R
325472654,LHPV6b1,LHPV6b1_R
325484974,SLP108,SLP108_R
325489440,FB8D,FB8D_R
325490014,SLP052,SLP052_R
325529237,DN1pA,DN1pA_R
325743813,LHPD2c3,LHPD2c3_R
325787243,LHPV6a4_b,LHPV6a4_b_R
325791831,SLP367,SLP367_R
325791855,SLP318,SLP318_R
325797488,LHPV6a8,LHPV6a8_R
325797575,LHPV6a4_b,LHPV6a4_b_R
325802256,LHPV6a6_b,LHPV6a6_b_R
325814461,LHPV4c3,LHPV4c3_R
325814669,LHAV3a2,LHAV3a2_R
325814784,SLP107,SLP107_R
325815440,SLP272,SLP272_R
325826011,SLP097,SLP097_R
325834652,LHAV3n1,LHAV3n1_R
325839288,CL172,CL172_R
325839302,CL173,CL173_R
326119769,SLP457,SLP457(SCB013)_R
326124243,SLP318,SLP318_R
326128466,SLP350,SLP350_R
326128670,SLP301,SLP301_R
326134056,SLP353,SLP353_R
326134570,SLP296,SLP296_R
326137566,LHPD3b1_a,LHPD3b1_a_R
326154371,LHAV3a2,LHAV3a2_R
326155085,SLP141,SLP141_R
326159593,SLP097,SLP097_R
326159897,SLP352,SLP352_R
326159907,LHPV5j4,LHPV5j4_R
326164634,LHPV6i4,LHPV6i4_R
326164742,SLP354,SLP354_R
326184549,FS4B,FS4B(AB)(FQ12)_C8_L
326227760,SLP431,SLP431_R
326253554,SMP454,SMP454_R
326460989,SLP317,SLP317_R
326465302,SMP225,SMP225_R
326474963,SLP392,SLP392_R
326475920,LHPD3b3,LHPD3b3_R
326496740,SLP097,SLP097_R
326500709,SLP093,SLP093_R
326504486,SLP106,SLP106_R
326508001,SLP351,SLP351_R
326508583,SMP432_b,SMP432_b_R
326509224,SLP420,SLP420_R
326521082,FS4C,FS4C(FQ12)_C7_L
326525255,FS4B,FS4B(FQ12)_C8_L
326525339,FS4B,FS4B(FQ12)_C3_L
326530038,SMP505,SMP505_R
326542980,SMP498,SMP498_R
326547252,SMP499,SMP499_R
326560782,CL086_e,CL086_e_R
326810603,SLP172,SLP172_R
326811922,SLP164_a,SLP164_a_R
326812225,LHPV6a11_b,LHPV6a11_b_R
326817334,SMP012,SMP012_R
326817510,SLP207,SLP207_R
326817565,LHPV6a8,LHPV6a8_R
326849964,FB9B_c,FB9B_c_R
326870795,FB9B_e,FB9B_e_R
326875404,FS4A,FS4A(FQ12)_C8_L
326879917,SLP398,SLP398_R
326884203,FS4A,FS4A(FQ12)_C5_L
326884223,SMP359_b,SMP359_b_R
326884250,SLP273,SLP273_R
326884264,FS4A,FS4A(FQ12)_C8_L
326884331,SMP362,SMP362_R
326888433,SMP347,SMP347_R
326888609,SLP400,SLP400_R
326888627,SMP361,SMP361_R
326888675,SMP347,SMP347_R
326892322,SMP363,SMP363_R
326892728,SLP263,SLP263_R
326901620,SMP288,SMP288_R
326905980,SMP486_c,SMP486_c_R
327147292,SLP062,SLP062_R
327147610,SLP375,SLP375_R
327152465,SLP054,SLP054_R
327153088,SLP367,SLP367_R
327158282,SLP177_a,SLP177_a_R
327158831,SLP069,SLP069_R
327203386,FB7A,FB7A_R
327220514,LHAV3a6,LHAV3a6_R
327225145,FS4A,FS4A(AB)(FQ12)_C2_L
327229641,SMP305,SMP305_R
327242169,SMP035,SMP035_R
327242287,SMP373,SMP373_R
327246381,SMP483,SMP483_R
327246931,SMP169,SMP169_R
327255181,SMP290,SMP290_R
327398074,SA3,SA3_bilateral_L
327499164,LHCENT2,LHCENT2_R
327506825,LHPV6a11_a,LHPV6a11_a_R
327509674,SLP104,SLP104_R
327511994,SLP423,SLP423_R
327519295,SLP106,SLP106_R
327531576,SLP199,SLP199_R
327532246,SLP182_c,SLP182_c_R
327535642,SLP405_a,SLP405_a_R
327544990,SMP434,SMP434_R
327565511,FS4A,FS4A(FQ12)_C8_L
327565800,FS4A,FS4A(FQ12)_C7_L
327566042,SMP379,SMP379_R
327566137,FS4A,FS4A(FQ12)_C4_L
327587580,SMP486_c,SMP486_c_R
327587644,SMP162,SMP162_R
327588074,,(PDM09)_L
327588225,SMP083,SMP083_R
327588446,SMP162,SMP162_R
327592562,SMP582,SMP582_R
327596420,SMP484,SMP484_R
327596481,SMP035,SMP035_R
327600366,,(MBDLaxon1)
327720946,,(PDM05)_L
327730878,FB6Z,FB6Z_L
327838570,LHAD1k1,LHAD1k1_R
327843160,SLP066,SLP066_R
327844600,SLP349,SLP349_R
327848116,SLP344,SLP344_R
327850917,SLP344,SLP344_R
327851331,SLP274,SLP274_R
327852122,SLP180,SLP180_R
327852276,SLP320,SLP320_R
327857238,SLP054,SLP054_R
327860997,SLP142,SLP142_R
327861138,SLP022,SLP022_R
327865394,SLP274,SLP274_R
327872592,SLP024_b,SLP024_b_R
327872615,SLP405_b,SLP405_b_R
327873821,SLP417,SLP417_R
327877252,SLP268,SLP268_R
327881747,SLP421,SLP421_R
327928411,SMP300,SMP300_R
327932807,SMP486_a,SMP486_a_R
327933008,LHPD5b1,LHPD5b1_R
327933027,SMP168,SMP168_R
327933061,SMP406,SMP406_R
327933208,SMP486_f,SMP486_f_R
327933679,SMP486_c,SMP486_c_R
327933814,SMP224,SMP224_R
327937328,DSKMP3,DSKMP3_R
327937494,SMP350,SMP350_R
327937506,,(MBDLaxon1)
327937628,SMP485,SMP485_R
327937837,,(MBDLaxon1)
327941844,SMP105_b,SMP105_b_R
327945928,,(aDT6c)(MBDLaxon1)
328010530,SMP454,SMP454(PDM12)_L
328179112,SLP240_b,SLP240_b_R
328179117,SLP201,SLP201_R
328187494,SLP293,SLP293_R
328188238,SLP028,SLP028_R
328188777,SLP142,SLP142_R
328193076,SLP191,SLP191_R
328197044,SLP015_c,SLP015_c_R
328201793,SLP192,SLP192_R
328206519,SLP045,SLP045_R
328209735,SLP105,SLP105_R
328213227,FB8F_a,FB8F_a_R
328213594,SLP405_a,SLP405_a_R
328213824,SLP408,SLP408_R
328214655,SLP294,SLP294_R
328244591,SMP564,SMP564_R
328253133,PAM10,PAM10(B1)_R
328265182,SMP259,SMP259_R
328265281,SIP006,SIP006_R
328265389,SMP082,SMP082_R
328269766,SMP347,SMP347_R
328270395,SMP399,SMP399_R
328273806,SMP226,SMP226_R
328274638,SMP551,SMP551_R
328274706,SMP486_c,SMP486_c_R
328278125,,(MBDLaxon2)
328278368,SMP486_b,SMP486_b_R
328278449,SMP406,SMP406_R
328283406,SMP440,SMP440_R
328283521,,(MBDLaxon2)
328283528,,(MBDLaxon2)
328291093,SMP487,SMP487_R
328373067,,(PDM05)_L
328373131,SMP286,SMP286(PDM05)_L
328377109,,(aDT6e)(MBDLaxon2)
328417092,SMP387,SMP387(PDM09)_L
328519723,SLP029,SLP029_R
328519904,LHAV3a6,LHAV3a6_R
328524517,SLP039,SLP039_R
328524867,SLP201,SLP201_R
328524904,SLP040,SLP040_R
328525017,SLP116,SLP116_R
328530120,SLP199,SLP199_R
328533761,PPL201,PPL201_R
328533799,SLP427,SLP427_R
328533857,SLP038,SLP038_R
328533896,SLP141,SLP141_R
328537891,SLP428,SLP428_R
328538398,SLP193_b,SLP193_b_R
328538408,SLP327,SLP327_R
328542009,LHAD1i2_b,LHAD1i2_b_R
328542218,SLP142,SLP142_R
328543014,LHAV3k5,LHAV3k5_R
328543082,SLP160,SLP160_R
328546621,SLP424,SLP424_R
328546871,PAM10,PAM10(B1)_R
328559607,DSKMP3,DSKMP3_R
328563364,SLP408,SLP408_R
328593903,SMP352,SMP352_R
328601956,CRE105,CRE105_R
328607225,,(ADM04)_L
328611004,LHPV5e1,LHPV5e1_R
328611467,SMP480,SMP480_R
328611654,SMP406,SMP406_R
328632707,SMP083,SMP083_R
328709642,,(PDM15)_L
328713871,,(PDM05)_L
328718126,,(PDM05)_L
328744210,FB5G,FB5G_L
328860895,SLP199,SLP199_R
328860948,SLP432_b,SLP432_b_R
328861072,SLP156,SLP156_R
328861126,SLP432_a,SLP432_a_R
328861282,LHCENT1,LHCENT1_R
328870472,SLP440,SLP440_R
328875073,SLP180,SLP180_R
328879562,SLP319,SLP319_R
328879764,SLP025,SLP025_R
328883562,SLP127,SLP127_R
328883690,SLP021,SLP021_R
328887932,SLP432_b,SLP432_b_R
328887977,SLP024_a,SLP024_a_R
328896613,SLP405_b,SLP405_b_R
328905011,SLP281,SLP281_R
328909029,SLP164_b,SLP164_b_R
328909309,SLP408,SLP408_R
328930845,FB8F_a,FB8F_a_R
328935472,SMP147,SMP147_R
328939480,SMP559,SMP559_R
328943204,SMP181,SMP181(PDL05)_L
328948348,SMP409,SMP409_R
328952123,SMP235,SMP235_R
328955898,,(MBDLaxon2)
328956505,SMP193,SMP193_R
329102850,FB8F_a,FB8F_a_L
329206270,LHAV2k4,LHAV2k4_R
329206392,SLP126,SLP126_R
329206628,SLP015_e,SLP015_e_R
329210713,LHAD3f1_a,LHAD3f1_a_R
329211098,LHAV6a3_a,LHAV6a3_a_R
329211374,SLP431,SLP431_R
329214990,SLP045,SLP045_R
329215304,SLP104,SLP104_R
329215923,LHAV5a2_b,LHAV5a2_b_R
329215976,LHAD3f1_a,LHAD3f1_a_R
329215996,SLP015_c,SLP015_c_R
329216050,LHAV7a3_b,LHAV7a3_b_R
329220439,LHPV5d1_a,LHPV5d1_a_R
329221260,SLP024_a,SLP024_a_R
329225149,LHCENT10,LHCENT10_R
329246255,SLP421,SLP421_R
329254286,SLP024_c,SLP024_c_R
329254539,LHPD2a8,LHPD2a8_R
329257947,SLP019,SLP019_R
329258532,LHPV4d7,LHPV4d7_R
329289084,FB6G,FB6G_R
329301513,SLP411,SLP411_R
329301762,SMP408_c,SMP408_c_R
329310230,SMP082,SMP082(ADM04)_L
329391878,,(ADM04)_L
329396647,,(MBDLaxon2)
329435390,PAM10,PAM10(B1)_L
329552035,SLP015_c,SLP015_c_R
329560716,SLP209,SLP209_R
329561513,SLP142,SLP142_R
329561615,LHAD3b1_c,LHAD3b1_c_R
329561679,SLP200,SLP200_R
